date,publisher_id,ad_unit_id,deal_id,device,geo,delivered_impressions,ad_server_clicks,viewable_impressions,measurable_impressions
2026-04-28,PDM-001,AU-103,DEAL-1012,mobile,US,4388,32,3145,4174
2026-04-28,PDM-001,AU-104,DEAL-1014,desktop,US,19909,153,15615,18918
2026-04-28,PDM-001,AU-101,DEAL-1015,desktop,US,11251,62,8333,10658
2026-04-28,PDM-001,AU-112,DEAL-1016,desktop,US,13556,107,7062,12768
2026-04-28,PDM-001,AU-112,DEAL-1016,mobile,US,4391,7,2783,4071
2026-04-28,PDM-001,AU-108,DEAL-1017,desktop,US,11783,14,6436,11351
2026-04-28,PDM-001,AU-111,DEAL-1017,mobile,US,27202,43,17349,26177
2026-04-28,PDM-001,AU-113,DEAL-1019,mobile,US,26795,74,21209,25527
2026-04-28,PDM-001,AU-114,DEAL-1021,desktop,US,16491,105,9305,15545
2026-04-28,PDM-001,AU-114,DEAL-1021,mobile,US,16543,55,12792,15289
2026-04-28,PDM-001,AU-110,DEAL-1022,desktop,US,16936,133,10563,15819
2026-04-28,PDM-001,AU-109,DEAL-1023,desktop,US,20215,107,12795,18748
2026-04-28,PDM-001,AU-109,DEAL-1023,mobile,US,6389,31,4095,5989
2026-04-28,PDM-001,AU-103,DEAL-1024,mobile,US,5239,19,3163,4875
2026-04-28,PDM-001,AU-112,DEAL-1025,mobile,US,19667,75,15155,19095
2026-04-29,PDM-001,AU-101,DEAL-1001,desktop,US,9900,76,6719,9674
2026-04-29,PDM-001,AU-108,DEAL-1003,desktop,US,20018,137,12409,19482
2026-04-29,PDM-001,AU-108,DEAL-1003,mobile,US,5288,29,3318,4975
2026-04-29,PDM-001,AU-108,DEAL-1003,tablet,US,1495,10,862,1421
2026-04-29,PDM-001,AU-109,DEAL-1004,desktop,US,3331,8,2485,3155
2026-04-29,PDM-001,AU-110,DEAL-1005,desktop,US,13617,88,7358,12568
2026-04-29,PDM-001,AU-101,DEAL-1007,mobile,US,11634,14,8071,10818
2026-04-29,PDM-001,AU-102,DEAL-1009,mobile,US,17966,120,13384,17763
2026-04-29,PDM-001,AU-114,DEAL-1009,desktop,US,6777,36,5306,6664
2026-04-29,PDM-001,AU-114,DEAL-1009,mobile,US,23367,157,15151,21671
2026-04-29,PDM-001,AU-104,DEAL-1010,desktop,US,21373,69,12958,21106
2026-04-29,PDM-001,AU-104,DEAL-1010,mobile,US,14993,27,9403,13941
2026-04-29,PDM-001,AU-103,DEAL-1012,desktop,US,5775,20,4375,5376
2026-04-29,PDM-001,AU-103,DEAL-1012,mobile,US,9879,58,6032,9499
2026-04-29,PDM-001,AU-104,DEAL-1014,mobile,US,24965,116,19694,23687
2026-04-29,PDM-001,AU-101,DEAL-1015,mobile,US,27501,145,20323,25470
2026-04-29,PDM-001,AU-105,DEAL-1016,desktop,US,16222,42,10676,15057
2026-04-29,PDM-001,AU-105,DEAL-1016,mobile,US,21685,54,15792,21119
2026-04-29,PDM-001,AU-112,DEAL-1016,desktop,US,8847,18,7131,8661
2026-04-29,PDM-001,AU-108,DEAL-1017,desktop,US,3912,13,2286,3656
2026-04-29,PDM-001,AU-107,DEAL-1018,desktop,US,4218,8,2739,3889
2026-04-29,PDM-001,AU-107,DEAL-1018,mobile,US,27638,142,15885,26057
2026-04-29,PDM-001,AU-113,DEAL-1019,mobile,US,14686,24,11571,14269
2026-04-29,PDM-001,AU-102,DEAL-1020,mobile,US,23172,31,13542,22025
2026-04-29,PDM-001,AU-114,DEAL-1021,mobile,US,8469,51,6881,8166
2026-04-29,PDM-001,AU-110,DEAL-1022,desktop,US,6668,33,3654,6265
2026-04-29,PDM-001,AU-103,DEAL-1024,desktop,US,12171,79,8610,11740
2026-04-29,PDM-001,AU-103,DEAL-1024,mobile,US,11526,44,8914,11024
2026-04-29,PDM-001,AU-112,DEAL-1025,desktop,US,18015,19,13891,17113
2026-04-29,PDM-001,AU-112,DEAL-1025,mobile,US,22987,166,13142,22100
2026-04-30,PDM-001,AU-101,DEAL-1001,mobile,US,5312,32,3438,5074
2026-04-30,PDM-001,AU-107,DEAL-1003,desktop,US,18729,91,13271,17246
2026-04-30,PDM-001,AU-107,DEAL-1003,desktop,DE,12192,97,8430,11230
2026-04-30,PDM-001,AU-108,DEAL-1003,desktop,US,17549,89,11952,17344
2026-04-30,PDM-001,AU-108,DEAL-1003,mobile,US,10060,71,7380,9696
2026-04-30,PDM-001,AU-108,DEAL-1003,tablet,US,6458,21,4036,5956
2026-04-30,PDM-001,AU-109,DEAL-1004,desktop,US,20274,49,14445,19623
2026-04-30,PDM-001,AU-109,DEAL-1004,mobile,US,20866,74,12813,19272
2026-04-30,PDM-001,AU-103,DEAL-1005,desktop,US,14507,71,10232,13414
2026-04-30,PDM-001,AU-103,DEAL-1005,mobile,US,11819,21,9372,11269
2026-04-30,PDM-001,AU-110,DEAL-1005,mobile,US,14500,105,9375,13851
2026-04-30,PDM-001,AU-112,DEAL-1006,desktop,US,14716,64,8262,14081
2026-04-30,PDM-001,AU-101,DEAL-1007,mobile,US,26062,173,14637,25693
2026-04-30,PDM-001,AU-114,DEAL-1009,desktop,US,8359,14,5959,7851
2026-04-30,PDM-001,AU-104,DEAL-1010,mobile,US,8326,28,5886,7918
2026-04-30,PDM-001,AU-111,DEAL-1010,desktop,US,4562,30,3150,4463
2026-04-30,PDM-001,AU-111,DEAL-1010,mobile,US,15232,84,10454,14361
2026-04-30,PDM-001,AU-103,DEAL-1012,mobile,US,14043,91,8694,13142
2026-04-30,PDM-001,AU-106,DEAL-1013,desktop,US,4050,12,2940,3997
2026-04-30,PDM-001,AU-106,DEAL-1013,mobile,US,13346,104,9899,13062
2026-04-30,PDM-001,AU-104,DEAL-1014,mobile,US,7831,62,5129,7519
2026-04-30,PDM-001,AU-101,DEAL-1015,mobile,US,25808,202,16435,24010
2026-04-30,PDM-001,AU-112,DEAL-1016,desktop,US,3316,21,2708,3270
2026-04-30,PDM-001,AU-112,DEAL-1016,mobile,US,20626,114,15886,19402
2026-04-30,PDM-001,AU-113,DEAL-1019,mobile,US,27974,204,18603,26009
2026-04-30,PDM-001,AU-102,DEAL-1020,desktop,US,15660,39,9587,14798
2026-04-30,PDM-001,AU-114,DEAL-1021,desktop,US,19750,149,10330,18554
2026-04-30,PDM-001,AU-109,DEAL-1023,desktop,US,19270,85,13043,18542
2026-04-30,PDM-001,AU-109,DEAL-1023,mobile,US,17027,102,10769,16174
2026-04-30,PDM-001,AU-103,DEAL-1024,desktop,US,13802,108,7803,13542
